PIB File Number,Date Occurred,Originating Bureau,Division level,Division,Unit,Working Status,Shift,Investigation status,Disposition,Service Type,Light Condition,Weather Condition,Use of Force Type,Use of Force Level,Subject Influencing Factors,Use of Force Effective,Officer Race/Ethnicity,Officer Gender,Officer Age,Officer Years of Service,Distance Between,Subject Gender,Subject Ethnicity,Subject Age,Subject Build,Subject Height,Subject Injured,Subject Hospitalized,Subject Arrested,Subject Arrest Charges,Use of Force Reason,Officer Injured
FTN2020-0043,2/10/2020,FOB - Field Operations Bureau,2nd District,D.I.U.,,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,No,White,Male,36,0,11 feet to 14 feet,Male,Black,,,,No,No,No,,refuse verbal commands,No
FTN2019-0032,1/28/2019,FOB - Field Operations Bureau,1st District,2nd Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Hispanic,Male,54,0,11 feet to 14 feet,Female,Black,,Small,5'10'' to 6'0'',No,No,No,,refuse verbal commands,No
FTN2018-0256,7/14/2018,FOB - Field Operations Bureau,7th District,Evening Watch,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,No,White,Male,33,0,4 feet to 6 feet,Female,Black,,,,No,No,No,,Flight from an Officer,No
FTN2020-0185,6/28/2020,FOB - Field Operations Bureau,3rd District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Arresting,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,No,White,Male,36,0,22 feet to 25 feet,Female,Black,,,,No,No,No,,Flight from an Officer,No
FTN2017-0223,5/1/2017,FOB - Field Operations Bureau,7th District,Evening Watch,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,44,0,4 feet to 6 feet,Female,Black,,,,No,No,No,,refuse verbal commands,No
FTN2017-0067,2/7/2017,FOB - Field Operations Bureau,7th District,Day Watch,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Other,CEW Exhibited/Laser,L1,Unknown,Yes,Black,Female,48,0,11 feet to 14 feet,Female,Black,,,,No,No,No,,Other,No
FTN2017-0056,2/3/2017,FOB - Field Operations Bureau,1st District,3rd Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Pedestrian Stop,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,No,White,Male,39,0,7 feet to 10 feet,Female,Black,,Medium,5'10'' to 6'0'',No,No,No,,refuse verbal commands,No
FTN2016-0336,6/28/2016,FOB - Field Operations Bureau,3rd District,Task Force A,,,,Completed,Use Of Force Authorized,Traffic Stop,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,No,Black,Male,37,0,11 feet to 14 feet,Female,Black,,Medium,5'10'' to 6'0'',No,No,No,,refuse verbal commands,No
FTN2017-0419,8/15/2017,FOB - Field Operations Bureau,5th District,Narcotics,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Poor,Rainy Conditions - Medium,Firearm (Exhibited),L1,Unknown,No,Black,Male,33,0,15 feet to 18 feet,Female,Black,,Small,6'1'' to 6'3'',No,No,No,,Resisting Officer w/Weapon,No
FTN2020-0239,8/18/2020,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified With Training,Call for Service,Good,Clear Conditions,Takedown (no injury),L1,Mentally unstable,Yes,White,Male,28,0,1 feet to 3 feet,Male,Black,30,Small,5'4'' to 5'6'',No,Yes,No,,Flight from an Officer,No
FTN2020-0220,7/30/2020,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (no injury),L1,Mentally unstable,Yes,Asian/Pacifi,Male,29,0,0 feet to 1 feet,Male,Black,30,Medium,5'10'' to 6'0'',No,Yes,No,,refuse verbal commands,No
FTN2020-0220,7/30/2020,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (no injury),L1,Mentally unstable,Yes,Black,Male,30,0,0 feet to 1 feet,Male,Black,30,Medium,5'10'' to 6'0'',No,Yes,No,,refuse verbal commands,No
FTN2018-0256,7/14/2018,FOB - Field Operations Bureau,7th District,Evening Watch,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,No,White,Male,33,0,4 feet to 6 feet,Male,Black,,,,No,No,No,,Flight from an Officer,No
FTN2017-0573,10/30/2017,FOB - Field Operations Bureau,Special Operations Division,,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Other,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,29,0,4 feet to 6 feet,Male,Black,24,Medium,5'7'' to 5'9'',No,No,Yes,,refuse verbal commands,No
FTN2016-0640,12/23/2016,FOB - Field Operations Bureau,1st District,2nd Platoon,,Unknown Working Status,Unknown Shift Hours,Completed,Use Of Force Authorized,Other,Good,Clear Conditions,Other,L1,Unknown,No,Black,Female,29,0,0 feet to 1 feet,,,,Medium,5'7'' to 5'9'',No,No,No,,Escape,Yes
FTN2016-0577,11/22/2016,FOB - Field Operations Bureau,2nd District,A Platoon,Patrol,,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,CEW Deployment,L2,Unknown,No,White,Male,34,0,15 feet to 18 feet,,,,Medium,5'7'' to 5'9'',No,No,No,,refuse verbal commands,No
FTN2020-0271,9/14/2020,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,,,,Firearm (Exhibited),L1,,No,Black,Female,35,0,,Male,Black,26,,,No,No,No,,,No
FTN2020-0271,9/14/2020,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,,,,Firearm (Exhibited),L1,,No,White,Male,28,0,,Male,Black,26,,,No,No,No,,,No
FTN2020-0271,9/14/2020,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,,,,Firearm (Exhibited),L1,,No,Black,Male,28,0,,Male,Black,26,,,No,No,No,,,No
FTN2020-0271,9/14/2020,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,,,,Firearm (Exhibited),L1,,No,White,Female,48,0,,Male,Black,26,,,No,No,No,,,No
FTN2020-0271,9/14/2020,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,,,,Firearm (Exhibited),L1,,No,White,Male,28,0,,Male,Black,26,,,No,No,No,,,No
FTN2016-0577,11/22/2016,FOB - Field Operations Bureau,2nd District,A Platoon,Patrol,,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,CEW Deployment,L2,Unknown,No,White,Male,34,0,15 feet to 18 feet,Male,Black,,Medium,5'7'' to 5'9'',No,No,No,,refuse verbal commands,No
FTN2016-0417,8/15/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,27,0,1 feet to 3 feet,Male,Black,56,Large,5'7'' to 5'9'',No,No,Yes,,Other,No
FTN2016-0417,8/15/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,38,0,1 feet to 3 feet,Male,Black,56,Large,5'7'' to 5'9'',No,No,Yes,,Other,No
FTN2016-0417,8/15/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,48,0,1 feet to 3 feet,Male,Black,56,Large,5'7'' to 5'9'',No,No,Yes,,Other,No
FTN2018-0424,11/16/2018,FOB - Field Operations Bureau,8th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified With Training,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown Drugs,Yes,White,Male,24,0,0 feet to 1 feet,Male,Black,,Small,5'7'' to 5'9'',No,Yes,Yes,,Weapon Exhibited,No
FTN2019-0404,12/31/2019,FOB - Field Operations Bureau,5th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Alchohol,Yes,White,Male,32,0,15 feet to 18 feet,Male,Black,41,Medium,5'10'' to 6'0'',No,No,Yes,,Resisting Officer w/Weapon,No
FTN2019-0005,1/2/2019,FOB - Field Operations Bureau,4th District,Task Force,A,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,34,0,1 feet to 3 feet,Male,Black,40,Medium,6'1'' to 6'3'',Yes,Yes,Yes,,Flight from an Officer,No
FTN2018-0243,7/6/2018,FOB - Field Operations Bureau,4th District,2nd Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Female,31,0,11 feet to 14 feet,Male,Black,39,Medium,6'1'' to 6'3'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0243,7/6/2018,FOB - Field Operations Bureau,4th District,2nd Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,40,0,11 feet to 14 feet,Male,Black,39,Medium,6'1'' to 6'3'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2016-0373,7/15/2016,FOB - Field Operations Bureau,2nd District,B Platoon,,,,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,40,0,7 feet to 10 feet,Male,Black,21,Large,5'7'' to 5'9'',Yes,Yes,Yes,,refuse verbal commands,No
FTN2016-0057,1/30/2016,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,,,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Hispanic,Male,51,0,11 feet to 14 feet,Male,Black,21,Medium,5'10'' to 6'0'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2016-0057,1/30/2016,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,,,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,40,0,11 feet to 14 feet,Male,Black,21,Medium,5'10'' to 6'0'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2017-0458,8/30/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,No,White,Male,33,0,7 feet to 10 feet,Male,Black,22,Large,5'7'' to 5'9'',No,No,Yes,,refuse verbal commands,No
FTN2017-0458,8/30/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,29,0,7 feet to 10 feet,Male,Black,22,Large,5'7'' to 5'9'',No,No,Yes,,refuse verbal commands,No
FTN2017-0458,8/30/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Hands,L1,None detected,Yes,White,Male,33,0,7 feet to 10 feet,Male,Black,22,Large,5'7'' to 5'9'',No,No,Yes,,refuse verbal commands,No
FTN2017-0458,8/30/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Force (Take Down),L2,None detected,Yes,White,Male,39,0,7 feet to 10 feet,Male,Black,22,Large,5'7'' to 5'9'',No,No,Yes,,refuse verbal commands,No
FTN2017-0458,8/30/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Hands,L1,None detected,Yes,White,Male,39,0,7 feet to 10 feet,Male,Black,22,Large,5'7'' to 5'9'',No,No,Yes,,refuse verbal commands,No
FTN2017-0493,9/15/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,Between 7am-3pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Hands,L1,Mentally unstable,Yes,Black,Male,29,0,0 feet to 1 feet,Male,Black,22,Large,6'1'' to 6'3'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2017-0493,9/15/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,Between 7am-3pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Force (Defense Tech),L2,Mentally unstable,Yes,Black,Male,29,0,0 feet to 1 feet,Male,Black,22,Large,6'1'' to 6'3'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2017-0458,8/30/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,No,White,Male,39,0,7 feet to 10 feet,Male,Black,22,Large,5'7'' to 5'9'',No,No,Yes,,refuse verbal commands,No
FTN2017-0493,9/15/2017,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,Between 7am-3pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Force (Defense Tech),L2,Mentally unstable,Yes,Not Specifie,Male,28,0,0 feet to 1 feet,Male,Black,22,Large,6'1'' to 6'3'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2018-0094,3/12/2018,FOB - Field Operations Bureau,4th District,1st Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,CEW Exhibited/Laser,L1,Unknown,No,White,Male,34,0,0 feet to 1 feet,Female,Black,,Medium,6'1'' to 6'3'',No,No,No,,Resisting Lawful Arrest,No
FTN2018-0163,5/1/2018,ISB - Investigations and Support Bureau,Special Investigations Division,Intelligence Section,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,45,0,1 feet to 3 feet,Male,Black,23,Medium,5'10'' to 6'0'',No,No,Yes,,Weapon Exhibited,No
FTN2018-0163,5/1/2018,ISB - Investigations and Support Bureau,Special Investigations Division,Intelligence Section,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Not Specifie,Male,29,0,1 feet to 3 feet,Male,Black,23,Medium,5'10'' to 6'0'',No,No,Yes,,Weapon Exhibited,No
FTN2018-0163,5/1/2018,ISB - Investigations and Support Bureau,Special Investigations Division,Intelligence Section,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,34,0,1 feet to 3 feet,Male,Black,23,Medium,5'10'' to 6'0'',No,No,Yes,,Weapon Exhibited,No
FTN2018-0163,5/1/2018,ISB - Investigations and Support Bureau,Special Investigations Division,Intelligence Section,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,29,0,1 feet to 3 feet,Male,Black,23,Medium,5'10'' to 6'0'',No,No,Yes,,Weapon Exhibited,No
FTN2016-0652,12/29/2016,FOB - Field Operations Bureau,7th District,7th District,,,,Completed,Use Of Force Not Authorized,Call for Service,Good,Clear Conditions,Hands,L1,Mentally unstable,No,Black,Male,57,0,0 feet to 1 feet,Male,Black,47,Large,5'7'' to 5'9'',No,No,No,,Other,No
FTN2019-0170,5/8/2019,FOB - Field Operations Bureau,5th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Not Justified,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,No,Hispanic,Male,34,0,7 feet to 10 feet,Male,Black,,Medium,5'7'' to 5'9'',No,No,No,,refuse verbal commands,No
FTN2017-0133,3/15/2017,FOB - Field Operations Bureau,3rd District,Task Force A,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,CEW Exhibited/Laser,L1,None detected,Yes,Black,Male,38,0,,Male,Black,22,,,No,No,Yes,,Resisting Lawful Arrest,No
FTN2019-0163,4/30/2019,FOB - Field Operations Bureau,2nd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Force (Take Down),L2,Unknown,Yes,White,Male,31,0,0 feet to 1 feet,Male,Black,27,Medium,5'7'' to 5'9'',Yes,No,Yes,,Flight from an Officer,No
FTN2019-0163,4/30/2019,FOB - Field Operations Bureau,2nd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Force (Escort Tech),L1,Unknown,Yes,White,Male,42,0,0 feet to 1 feet,Male,Black,27,Medium,5'7'' to 5'9'',Yes,No,Yes,,Flight from an Officer,No
FTN2018-0302,8/16/2018,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Serving a Warrant,Good,Rainy Conditions - Light,Firearm (Exhibited),L1,None detected,Yes,White,Male,27,0,15 feet to 18 feet,Male,Black,41,Medium,6'1'' to 6'3'',No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2019-0243,7/28/2019,FOB - Field Operations Bureau,1st District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Takedown (no injury),L1,Alchohol,Yes,Asian/Pacifi,Male,25,0,1 feet to 3 feet,Male,Black,38,Large,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2019-0243,7/28/2019,FOB - Field Operations Bureau,1st District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,CEW Exhibited/Laser,L1,Alchohol,No,Asian/Pacifi,Male,25,0,1 feet to 3 feet,Male,Black,38,Large,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2019-0243,7/28/2019,FOB - Field Operations Bureau,1st District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Takedown (no injury),L1,Alchohol,Yes,White,Male,36,0,1 feet to 3 feet,Male,Black,38,Large,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2016-0553,11/8/2016,FOB - Field Operations Bureau,1st District,3rd Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,CEW Exhibited/Laser,L1,Alchohol,Yes,Black,Female,38,0,15 feet to 18 feet,Male,Black,56,Medium,5'7'' to 5'9'',No,No,Yes,,Other,No
FTN2016-0456,9/13/2016,FOB - Field Operations Bureau,1st District,3rd Platoon,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,CEW Exhibited/Laser,L1,Alchohol,Yes,White,Male,25,0,,Male,Black,28,,,No,No,No,,Other,No
FTN2019-0183,5/18/2019,FOB - Field Operations Bureau,7th District,C Platoon,Task Force A,Regular Working,Between 11pm-7am,Completed,UOF Justified,Pedestrian Stop,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,36,0,1 feet to 3 feet,Male,Indian,32,XLarge,5'10'' to 6'0'',No,No,Yes,,Flight from an Officer,No
FTN2019-0183,5/18/2019,FOB - Field Operations Bureau,7th District,C Platoon,Task Force A,Regular Working,Between 11pm-7am,Completed,UOF Justified,Pedestrian Stop,Poor,Clear Conditions,Hands,L1,Unknown,Yes,White,Male,26,0,1 feet to 3 feet,Male,Indian,32,XLarge,5'10'' to 6'0'',No,No,Yes,,Flight from an Officer,No
FTN2017-0576,11/6/2017,FOB - Field Operations Bureau,5th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Force (Take Down),L2,None detected,Yes,White,Male,30,0,1 feet to 3 feet,Female,Black,23,Medium,< 5'0'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2017-0576,11/6/2017,FOB - Field Operations Bureau,5th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Force (Take Down),L2,None detected,Yes,White,Male,24,0,1 feet to 3 feet,Female,Black,23,Medium,< 5'0'',Yes,Yes,Yes,,Resisting Lawful Arrest,No
FTN2017-0531,10/10/2017,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Force (Take Down),L2,Unknown,Yes,White,Male,27,0,1 feet to 3 feet,Male,Black,50,Small,5'4'' to 5'6'',Yes,Yes,No,,Resisting Lawful Arrest,No
FTN2016-0606,12/2/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),L1,Mentally unstable,Yes,Asian/Pacifi,Male,31,0,11 feet to 14 feet,Male,Black,43,Small,5'10'' to 6'0'',No,Yes,Yes,,Resisting Lawful Arrest,No
